거래량,거래금액_만원단위,20년7월TOP3대상여부,시장구분,종목명,종목번호,표준산업구분코드_대분류,표준산업구분코드_소분류,표준산업구분코드_중분류,평균가격,기준년월
707700.95,284422.0,N,코스닥,우수AMS,A066590,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,4018.9574424055813,202007
164118.65217391305,136132.91304347827,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8294.786195247394,201907
245123.42857142858,164365.2857142857,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,6705.409053398172,201908
200496.73684210525,148328.36842105264,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7398.044015941459,201909
378915.2380952381,312682.90476190473,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8252.054109349747,201910
321142.4761904762,291614.85714285716,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,9080.544579530937,201911
569467.1,512317.45,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8996.436317392174,201912
207702.0,170405.0,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8204.30231774369,202001
214778.85,171937.9,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8005.345963999714,202002
1539804.7272727273,1090802.6818181819,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,7084.032556194256,202003
6977889.9,8176995.5,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,11718.435826853616,202004
1558131.2105263157,1816239.3157894737,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,11656.52355539411,202005
2253525.409090909,2732161.227272727,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,12123.94240708785,202006
595365.8,612753.8,N,코스닥,테라젠이텍스,A066700,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,10292.055741193062,202007
862453.5217391305,211894.47826086957,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,2456.879969990569,201907
267424.4761904762,50081.80952380953,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1872.7459145563837,201908
390421.5789473684,62891.05263157895,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1610.8498101242785,201909
670658.5238095238,106550.09523809524,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1588.7384034554807,201910
282418.7619047619,45881.90476190476,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1624.6054069657453,201911
121842.35,18586.25,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1525.434300963499,201912
1208286.05,204231.45,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1690.2574518674614,202001
10937470.2,2475520.25,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,2263.3389666286816,202002
3852273.6818181816,678396.7272727273,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1761.0294161461036,202003
7900825.15,1579471.4,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1999.1220790400605,202004
1310425.9473684211,252202.0,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1924.580328300645,202005
871996.0,164845.86363636365,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1890.4428877697105,202006
391273.75,67824.0,N,코스닥,손오공,A066910,도매 및 소매업,기타 전문 도매업,도매 및 상품 중개업,1733.4155434654128,202007
512117.73913043475,1558393.2173913044,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,30430.36978249228,201907
411063.85714285716,1125073.9047619049,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,27369.808491114985,201908
389536.8947368421,991365.4210526316,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,25449.846585709536,201909
302241.95238095237,665309.0952380953,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,22012.466833178907,201910
188456.14285714287,405377.14285714284,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,21510.423417953247,201911
199559.3,400435.3,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,20065.980387784482,201912
410178.2,941424.95,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,22951.608593533245,202001
549502.0,1362568.3,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,24796.421123126034,202002
452218.36363636365,897265.5454545454,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,19841.422144812583,202003
295305.1,567029.4,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,19201.47671001957,202004
563491.2105263158,1281568.1578947369,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,22743.356665629584,202005
1026051.0909090909,2817196.3181818184,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,27456.68654458284,202006
1218197.7,4509707.8,N,코스닥,엘앤에프,A066970,제조업,일차전지 및 축전지 제조업,전기장비 제조업,37019.50676807221,202007
402456.04347826086,369483.652173913,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,9180.720681459245,201907
63644.857142857145,46434.57142857143,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,7295.887446859133,201908
19558.0,16729.57894736842,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,8553.829096721762,201909
8274.095238095239,6345.619047619048,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,7669.260342088906,201910
14261.761904761905,11807.47619047619,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,8279.114648894647,201911
7721.15,6275.45,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,8127.61052433899,201912
66493.3,60915.6,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,9161.16360595729,202001
117324.65,131607.85,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,11217.408276947768,202002
312177.13636363635,324493.13636363635,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,10394.51960330797,202003
381744.7,423921.6,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,11104.845725428539,202004
262882.7894736842,339118.6842105263,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,12899.995655458213,202005
241746.36363636365,354086.0,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,14647.004185453574,202006
161364.05,300841.6,N,코스닥,조이시티,A067000,정보통신업,소프트웨어 개발 및 공급업,출판업,18643.656997949667,202007
28088.260869565216,12605.04347826087,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4487.655372041546,201907
8317.714285714286,3545.809523809524,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4262.961436292021,201908
14341.684210526315,6144.8421052631575,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4284.6028507258925,201909
3384.0,1436.4761904761904,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4244.906000225149,201910
5228.666666666667,2288.095238095238,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4376.05872388481,201911
5382.0,2431.65,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4518.115942028986,201912
7256.05,3403.45,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4690.499652014525,202001
280924.55,154914.95,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,5514.4682086346675,202002
5330798.045454546,1980509.1363636365,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,3715.2207220687583,202003
3589246.55,1360171.55,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,3789.5740263370876,202004
1709846.6315789474,690830.5789473684,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,4040.3072777903194,202005
309023.3181818182,111579.45454545454,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,3610.7131074104,202006
334523.9,122581.4,N,코스닥,이씨에스,A067010,정보통신업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,컴퓨터 프로그래밍· 시스템 통합 및 관리업,3664.3540267227536,202007
62222.434782608696,90737.26086956522,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,14582.724251563115,201907
97974.14285714286,120690.76190476191,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,12318.634119692417,201908
94884.57894736843,130125.26315789473,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,13714.05813267865,201909
287805.95238095237,393450.0,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,13670.669308437813,201910
180417.85714285713,241075.95238095237,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,13362.0893296646,201911
119651.5,142397.3,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,11901.004166266199,201912
126924.95,152422.8,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,12008.891868777571,202001
82995.9,90142.2,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,10861.042533426351,202002
179835.68181818182,150270.13636363635,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,8355.968895848102,202003
588426.45,678260.85,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,11526.688679613231,202004
257196.2105263158,290746.94736842107,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,11304.480216619384,202005
500840.0,636934.0909090909,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,12717.316726082003,202006
501187.95,697735.15,Y,코스닥,대화제약,A067080,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,13921.626607343613,202007
109023.04347826086,671347.5217391305,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,61578.49756533323,201907
115296.14285714286,682097.4761904762,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,59160.476602901275,201908
98396.36842105263,621092.8421052631,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,63121.520852021175,201909
77825.0,528326.2380952381,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,67886.44241506432,201910
138876.2857142857,1054358.4761904762,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,75920.69954690746,201911
88179.4,615009.2,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,69745.22394119261,201912
281985.3,1618227.1,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,57386.93116272373,202001
174920.6,1051607.05,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,60119.10832686374,202002
198784.86363636365,984110.6818181818,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,49506.318731511245,202003
246563.6,1488423.15,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,60366.70254652349,202004
231813.2105263158,1388287.3684210526,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,59888.19037832411,202005
253892.63636363635,1587446.2727272727,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,62524.31324765407,202006
147379.4,954416.95,N,코스닥,아프리카TV,A067160,정보통신업,소프트웨어 개발 및 공급업,출판업,64759.182762312776,202007
258883.65217391305,304263.3043478261,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11752.8975581443,201907
566372.0,646652.380952381,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11417.449678875031,201908
280887.7368421053,335513.4736842105,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11944.753354355653,201909
180152.42857142858,215220.95238095237,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11946.602889986547,201910
143032.38095238095,161311.33333333334,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11277.959036914719,201911
90223.6,99774.9,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11058.625459414165,201912
155493.55,183747.8,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11817.068939515499,202001
509175.45,644859.6,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,12664.781854663259,202002
999732.4545454546,995514.0,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,9957.804165241663,202003
801349.35,861003.05,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,10744.415653422568,202004
1098126.4210526317,1276465.0526315789,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11624.02641590207,202005
639147.6363636364,776987.8636363636,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,12156.62578456763,202006
354924.85,418333.15,N,코스닥,오텍,A067170,제조업,자동차 재제조 부품 제조업,자동차 및 트레일러 제조업,11786.52748602979,202007
454917.95652173914,253755.95652173914,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,5578.059799220367,201907
209420.42857142858,86510.76190476191,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4130.960980974931,201908
110232.8947368421,48559.94736842105,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4405.2138415078125,201909
185647.38095238095,82467.90476190476,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4442.179810931887,201910
303634.6666666667,146175.57142857142,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4814.192431756961,201911
615773.25,301034.95,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4888.730551383971,201912
441835.2,217866.6,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4930.947104259688,202001
843818.45,412651.05,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4890.282382424798,202002
1204835.1363636365,459088.6818181818,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,3810.3859022884794,202003
682976.65,307605.2,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,4503.89043315024,202004
1474463.7894736843,772605.0,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,5239.904876034863,202005
951823.4545454546,524713.9545454546,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,5512.723520729302,202006
406434.65,203823.5,N,코스닥,JW신약,A067290,제조업,의약품 제조업,의료용 물질 및 의약품 제조업,5014.914451806704,202007
194293.5652173913,77267.39130434782,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,3976.8373809958575,201907
117367.0,41651.80952380953,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,3548.8518513559625,201908
117890.42105263157,46015.05263157895,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,3903.2053851971364,201909
973724.380952381,499127.61904761905,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,5125.964069621344,201910
489261.61904761905,243698.2857142857,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,4980.940180606461,201911
729838.95,398550.85,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,5460.805428375671,201912
1167537.2,733764.55,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,6284.720949362471,202001
940110.0,610040.2,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,6489.030007126825,202002
1289903.9090909092,599576.5,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,4648.226087031288,202003
1446689.3,665813.3,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,4602.324078846785,202004
1667269.105263158,870672.052631579,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,5222.1447028741895,202005
647661.1363636364,329499.2272727273,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,5087.525077121911,202006
785712.95,403460.65,N,코스닥,하나마이크론,A067310,제조업,반도체 제조업,전자부품· 컴퓨터· 영상· 음향 및,5134.962456708905,202007
422173.6956521739,404243.9130434783,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,9575.298442481177,201907
334041.1904761905,280774.4285714286,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,8405.383425055223,201908
160293.36842105264,147660.1052631579,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,9211.866137549112,201909
472106.3333333333,443442.90476190473,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,9392.860748784096,201910
325010.2380952381,296623.7619047619,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,9126.597477149071,201911
272304.2,222391.05,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,8167.007706822002,201912
315368.45,251201.2,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,7965.324369003938,202001
255296.4,198057.0,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,7757.923731004433,202002
873574.2272727273,358175.7272727273,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,4100.11783876616,202003
715364.7,320515.35,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,4480.446826632625,202004
499737.4210526316,230580.68421052632,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,4614.036782053228,202005
735327.6363636364,360057.36363636365,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,4896.556933681016,202006
279305.5,110845.55,N,코스닥,아스트,A067390,제조업,항공기·우주선 및 부품 제조업,기타 운송장비 제조업,3968.613221007105,202007
27905.217391304348,7851.826086956522,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2813.7484029790285,201907
54063.76190476191,15354.761904761905,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2840.1208801952544,201908
64294.21052631579,18525.57894736842,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2881.3759117216086,201909
20514.333333333332,5689.571428571428,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2773.4615286408343,201910
29485.809523809523,8236.52380952381,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2793.3856802788105,201911
62173.1,17439.0,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2804.9108054769667,201912
23707.4,6636.6,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2799.379096822089,202001
3619897.05,1309722.55,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,3618.1209904850753,202002
1637346.7727272727,448217.36363636365,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2737.4614290764034,202003
1081780.65,281216.65,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2599.5718263217227,202004
181220.73684210525,45117.57894736842,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2489.6476933916592,202005
147591.27272727274,34924.36363636364,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2366.2892114833103,202006
797700.7,215361.45,N,코스닥,엔브이에이치코리아,A067570,제조업,자동차 신품 부품 제조업,자동차 및 트레일러 제조업,2699.7776233617446,202007
3897768.3913043477,2760720.565217391,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,7082.823523779321,201907
1588883.761904762,1071876.7142857143,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,6746.098990908832,201908
1494173.3157894737,1178128.9473684211,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,7884.821224677909,201909
8211450.238095238,20982398.095238097,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,25552.60945002726,201910
2267542.4285714286,6729914.714285715,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,29679.333138324644,201911
2979653.35,7354090.7,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,24681.027744385097,201912
1772172.45,4733485.85,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,26710.074688273144,202001
1377449.05,3308176.1,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,24016.685771426535,202002
1710046.0454545454,3277114.772727273,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,19163.897846131895,202003
1168264.4,2409789.35,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,20627.088782299626,202004
708049.4736842106,1376522.5789473683,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,19441.050803764825,202005
1575932.0,3349795.772727273,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,21255.96645494395,202006
536322.05,984755.85,N,코스닥,에이치엘비생명과학,A067630,전문· 과학 및 기술 서비스업,건축기술· 엔지니어링 및 관련 기술 서비스업,건축기술· 엔지니어링 및 기타,18361.27845200472,202007
314515.52173913043,250098.65217391305,N,코스닥,와이엔텍,A067900,수도· 하수 및 폐기물 처리· 원료 재생업,폐기물 처리업,폐기물 수집· 운반· 처리 및 원료 재생업,7951.869936052095,201907
330263.71428571426,247377.33333333334,N,코스닥,와이엔텍,A067900,수도· 하수 및 폐기물 처리· 원료 재생업,폐기물 처리업,폐기물 수집· 운반· 처리 및 원료 재생업,7490.29707572794,201908
250217.42105263157,207791.36842105264,N,코스닥,와이엔텍,A067900,수도· 하수 및 폐기물 처리· 원료 재생업,폐기물 처리업,폐기물 수집· 운반· 처리 및 원료 재생업,8304.432503016851,201909
106562.61904761905,82669.04761904762,N,코스닥,와이엔텍,A067900,수도· 하수 및 폐기물 처리· 원료 재생업,폐기물 처리업,폐기물 수집· 운반· 처리 및 원료 재생업,7757.790523345316,201910
426338.0,392785.28571428574,N,코스닥,와이엔텍,A067900,수도· 하수 및 폐기물 처리· 원료 재생업,폐기물 처리업,폐기물 수집· 운반· 처리 및 원료 재생업,9213.002024550608,201911
440344.6,453342.3,N,코스닥,와이엔텍,A067900,수도· 하수 및 폐기물 처리· 원료 재생업,폐기물 처리업,폐기물 수집· 운반· 처리 및 원료 재생업,10295.171100088432,201912
